1,student,mca,B1,2426,555101,student1B12426mca@email.com
2,student,mca,B1,2426,555102,student2B12426mca@email.com
3,student,mca,B1,2426,555103,student3B12426mca@email.com
4,student,mca,B1,2426,555104,student4B12426mca@email.com
5,student,mca,B1,2426,555105,student5B12426mca@email.com
6,student,mca,B1,2426,555106,student6B12426mca@email.com
7,student,mca,B1,2426,555107,student7B12426mca@email.com
8,student,mca,B1,2426,555108,student8B12426mca@email.com
9,student,mca,B1,2426,555109,student9B12426mca@email.com
10,student,mca,B1,2426,555110,student10B12426mca@email.com
11,student,mca,B1,2426,555111,student11B12426mca@email.com
12,student,mca,B1,2426,555112,student12B12426mca@email.com
13,student,mca,B1,2426,555113,student13B12426mca@email.com
14,student,mca,B1,2426,555114,student14B12426mca@email.com
15,student,mca,B1,2426,555115,student15B12426mca@email.com
16,student,mca,B1,2426,555116,student16B12426mca@email.com
17,student,mca,B1,2426,555117,student17B12426mca@email.com
18,student,mca,B1,2426,555118,student18B12426mca@email.com
19,student,mca,B1,2426,555119,student19B12426mca@email.com
20,student,mca,B1,2426,555120,student20B12426mca@email.com
21,student,mca,B1,2426,555121,student21B12426mca@email.com
22,student,mca,B1,2426,555122,student22B12426mca@email.com
23,student,mca,B1,2426,555123,student23B12426mca@email.com
24,student,mca,B1,2426,555124,student24B12426mca@email.com
25,student,mca,B1,2426,555125,student25B12426mca@email.com
26,student,mca,B1,2426,555126,student26B12426mca@email.com
27,student,mca,B1,2426,555127,student27B12426mca@email.com
28,student,mca,B1,2426,555128,student28B12426mca@email.com
29,student,mca,B1,2426,555129,student29B12426mca@email.com
30,student,mca,B1,2426,555130,student30B12426mca@email.com
31,student,mca,B1,2426,555131,student31B12426mca@email.com
32,student,mca,B1,2426,555132,student32B12426mca@email.com
33,student,mca,B1,2426,555133,student33B12426mca@email.com
34,student,mca,B1,2426,555134,student34B12426mca@email.com
35,student,mca,B1,2426,555135,student35B12426mca@email.com
36,student,mca,B1,2426,555136,student36B12426mca@email.com
37,student,mca,B1,2426,555137,student37B12426mca@email.com
38,student,mca,B1,2426,555138,student38B12426mca@email.com
39,student,mca,B1,2426,555139,student39B12426mca@email.com
40,student,mca,B1,2426,555140,student40B12426mca@email.com
41,student,mca,B1,2426,555141,student41B12426mca@email.com
42,student,mca,B1,2426,555142,student42B12426mca@email.com
43,student,mca,B1,2426,555143,student43B12426mca@email.com
44,student,mca,B1,2426,555144,student44B12426mca@email.com
45,student,mca,B1,2426,555145,student45B12426mca@email.com
46,student,mca,B1,2426,555146,student46B12426mca@email.com
47,student,mca,B1,2426,555147,student47B12426mca@email.com
48,student,mca,B1,2426,555148,student48B12426mca@email.com
49,student,mca,B1,2426,555149,student49B12426mca@email.com
50,student,mca,B1,2426,555150,student50B12426mca@email.com
51,student,mca,B1,2426,555151,student51B12426mca@email.com
52,student,mca,B1,2426,555152,student52B12426mca@email.com
53,student,mca,B1,2426,555153,student53B12426mca@email.com
54,student,mca,B1,2426,555154,student54B12426mca@email.com
55,student,mca,B1,2426,555155,student55B12426mca@email.com
56,student,mca,B1,2426,555156,student56B12426mca@email.com
57,student,mca,B1,2426,555157,student57B12426mca@email.com
58,student,mca,B1,2426,555158,student58B12426mca@email.com
59,student,mca,B1,2426,555159,student59B12426mca@email.com
60,student,mca,B1,2426,555160,student60B12426mca@email.com
